,Mkt-RF,SMB,HML,RF
20201027,-0.23,-0.1,-2.29,0
20201028,-3.41,0,0.59,0
20201029,1.13,0.17,0.25,0
20201030,-1.45,-0.8,1.85,0
20201102,1.17,0.53,0.99,0
20201103,1.93,1.01,-0.18,0
20201104,2.25,-1.53,-4.97,0
20201105,2.13,1,0.51,0
20201106,0.01,-0.89,-0.91,0
20201109,0.87,0.8,6.73,0
20201110,-0.17,1.54,2.22,0
20201111,0.88,-0.6,-1.69,0
20201112,-0.94,-0.27,-1.14,0
20201113,1.31,0.65,1.08,0
20201116,1.22,0.78,1.96,0
20201117,-0.19,0.58,0.01,0
20201118,-0.93,0,-0.04,0
20201119,0.59,0.47,-0.8,0
20201120,-0.51,0.68,-0.59,0
20201123,0.83,0.87,1.53,0
20201124,1.56,-0.08,2.76,0
20201125,0.03,0,-1.34,0
20201127,0.43,0.47,-1.62,0
20201130,-0.53,-0.97,-2.05,0
20201201,0.98,-0.28,0.55,0
20201202,0.11,-0.09,1.07,0
20201203,0.18,0.48,-0.06,0
20201204,1.02,1.43,0.88,0
20201207,0.03,0.24,-1.03,0
20201208,0.47,1,-0.67,0
20201209,-1.03,-0.06,1.28,0
20201210,0.24,1.11,-0.46,0
20201211,-0.2,-0.38,-0.7,0
20201214,-0.28,0.57,-1.51,0
20201215,1.28,1.09,0.34,0
20201216,0.17,-0.44,-0.36,0
20201217,0.79,0.71,-0.73,0
20201218,-0.12,0.06,-1.15,0
20201221,-0.23,0.1,-0.01,0
20201222,0.06,1.19,-1.59,0
20201223,0.1,0.42,1.98,0
20201224,0.21,-0.4,-0.2,0
20201228,0.46,-0.73,0.37,0
20201229,-0.4,-1.53,0.24,0
20201230,0.27,1,0.04,0
20201231,0.39,-0.88,0.4,0
20210104,-1.41,0.3,0.48,0
20210105,0.86,1.24,0.48,0
20210106,0.79,2.17,3.91,0
20210107,1.76,0.3,-0.79,0
20210108,0.51,-0.79,-1.32,0
20210111,-0.52,0.28,1.24,0
20210112,0.38,1.29,1.21,0
20210113,0.07,-0.93,-0.46,0
20210114,-0.11,2.06,1.08,0
20210115,-0.86,-0.51,-0.75,0
20210119,0.92,0.88,-0.79,0
20210120,1.26,-0.39,-1.07,0
20210121,-0.04,-0.54,-0.96,0
20210122,-0.07,1.85,-0.09,0
20210125,0.29,-0.06,-0.39,0
20210126,-0.32,0.07,-0.05,0
20210127,-2.53,1.35,1.55,0
20210128,0.92,-1.93,-0.91,0
20210129,-1.84,0.6,0.58,0
20210201,1.73,0.94,-1.47,0
20210202,1.48,-0.86,-1.07,0
20210203,0.16,0.46,0.66,0
20210204,1.23,0.38,0.36,0
20210205,0.57,1.08,-0.48,0
20210208,0.96,2.08,0.41,0
20210209,0.05,0.73,-0.21,0
20210210,-0.08,-0.49,0.62,0
20210211,0.19,-0.2,-0.46,0
20210212,0.49,-0.13,0.47,0
20210216,-0.14,-0.59,1.87,0
20210217,-0.21,-0.85,0.61,0
20210218,-0.64,-1.56,-0.18,0
20210219,0.16,1.79,0.72,0
20210222,-1.13,-0.07,3.17,0
20210223,-0.15,-1.27,0.89,0
20210224,1.15,1.21,1.42,0
20210225,-2.74,-1.13,0.91,0
20210226,-0.28,0.64,-1.55,0
20210301,2.63,1.15,0.15,0
20210302,-1.05,-1.09,1.23,0
20210303,-1.57,-0.19,3.56,0
20210304,-1.7,-1.36,1.72,0
20210305,1.85,0.2,0.63,0
20210308,-0.67,0.62,3.68,0
20210309,1.79,1.3,-3.24,0
20210310,0.68,0.78,1.82,0
20210311,1.43,1.58,-1.98,0
20210312,0.1,0.14,1.29,0
20210315,0.7,-0.08,-1.32,0
20210316,-0.43,-1.12,-0.81,0
20210317,0.33,0.45,0.32,0
20210318,-1.88,-1.74,2.15,0
20210319,0.25,1.25,-0.97,0
20210322,0.55,-1.2,-2.24,0
20210323,-1.17,-2.72,-1.05,0
20210324,-1,-1.96,1.46,0
20210325,0.67,1.68,1.4,0
20210326,1.55,0.19,0.68,0
20210329,-0.49,-2.4,-0.21,0
20210330,-0.02,1.54,1,0
20210331,0.63,1.1,-2.31,0
20210401,1.27,0.29,-0.02,0
20210405,1.27,-0.57,-0.72,0
20210406,0.01,-0.32,0.1,0
20210407,-0.12,-1.6,0.3,0
20210408,0.62,0.6,-1.16,0
20210409,0.65,-0.64,0.13,0
20210412,-0.05,-0.6,0.58,0
20210413,0.41,-0.3,-1.58,0
20210414,-0.35,0.78,1.42,0
20210415,1.04,-0.43,-1.18,0
20210416,0.27,-0.35,0.64,0
20210419,-0.73,-0.77,0.78,0
20210420,-0.94,-1.18,-1.57,0
20210421,1.11,1.38,0.11,0
20210422,-0.77,0.65,-0.78,0
20210423,1.26,0.74,0.7,0
20210426,0.43,0.86,-0.48,0
20210427,-0.03,-0.16,0.86,0
20210428,-0.06,0.19,0.2,0
20210429,0.39,-1.13,1.07,0
20210430,-0.83,-0.42,-0.32,0
20210503,0.17,0.46,1.7,0
20210504,-0.89,-0.75,1.99,0
20210505,-0.05,-0.46,1.33,0
20210506,0.48,-0.82,1.21,0
20210507,0.84,0.43,-0.1,0
20210510,-1.36,-1.68,1.69,0
20210511,-0.63,0.93,-0.86,0
20210512,-2.34,-1.32,0.7,0
20210513,1.02,0.26,1.14,0
20210514,1.81,0.98,-0.14,0
20210517,-0.24,0.6,0.82,0
20210518,-0.69,0.24,-0.92,0
20210519,-0.34,-0.38,-0.45,0
20210520,1.15,-0.12,-1.4,0
20210521,-0.04,0.22,0.98,0
20210524,0.99,-0.38,-0.67,0
20210525,-0.3,-0.63,-1.2,0
20210526,0.47,1.77,0.55,0
20210527,0.28,0.8,0.95,0
20210528,0.04,-0.29,-0.32,0
20210601,0.03,1.13,1.43,0
20210602,0.12,-0.13,0.34,0
20210603,-0.53,-0.54,0.73,0
20210604,0.89,-0.36,-0.9,0
20210607,0.15,1.53,-0.91,0
20210608,0.19,1.15,-0.31,0
20210609,-0.3,-0.29,-0.84,0
20210610,0.4,-0.91,-2.03,0
20210611,0.37,0.67,0.18,0
20210614,0.15,-0.31,-1.62,0
20210615,-0.3,-0.02,1.3,0
20210616,-0.45,0.44,0.19,0
20210617,0.01,-0.5,-3.57,0
20210618,-1.22,-0.43,-1.45,0
20210621,1.35,0.6,1.04,0
20210622,0.58,0.05,-0.46,0
20210623,0.01,0.54,-0.28,0
20210624,0.69,0.65,0.25,0
20210625,0.32,-0.71,0.44,0
20210628,0.22,-0.49,-1.59,0
20210629,0,-0.25,-0.28,0
20210630,0.07,-0.13,0.77,0
20210701,0.43,0.37,0.41,0
20210702,0.56,-1.32,-0.72,0
20210706,-0.28,-0.65,-2,0
20210707,0.09,-0.91,0.08,0
20210708,-0.86,0.15,-0.77,0
20210709,1.25,0.61,1.57,0
20210712,0.23,-0.17,0.58,0
20210713,-0.56,-1.13,-0.42,0
20210714,-0.26,-1.16,0.34,0
20210715,-0.38,-0.35,0.79,0
20210716,-0.77,-0.22,-1.28,0
20210719,-1.42,0.31,-1.75,0
20210720,1.69,0.78,0.16,0
20210721,0.95,0.62,0.81,0
20210722,0.09,-1.33,-1.01,0
20210723,0.98,-0.09,-0.48,0
20210726,0.18,-0.1,1.34,0
20210727,-0.66,-0.64,0.58,0
20210728,0.27,1.42,-0.66,0
20210729,0.41,-0.01,0.94,0
20210730,-0.65,-0.08,-0.17,0
20210802,-0.12,-0.15,-0.41,0
20210803,0.73,-0.47,0.92,0
20210804,-0.39,-0.61,-1.58,0
20210805,0.74,1.13,-0.09,0
20210806,0.09,0.04,1.9,0
20210809,0.01,-0.36,-0.27,0
20210810,0.06,-0.02,1.85,0
20210811,0.19,-0.02,1.41,0
20210812,0.24,-0.59,-0.39,0
20210813,0,-0.85,-0.24,0
20210816,-0.05,-0.84,0.04,0
20210817,-0.8,-0.44,-0.12,0
20210818,-0.95,0.1,-0.17,0
20210819,-0.15,-0.78,-0.83,0
20210820,0.92,0.99,-0.47,0
20210823,1.08,0.93,-0.84,0
20210824,0.41,0.36,0.36,0
20210825,0.26,-0.05,0.37,0
20210826,-0.65,-0.38,-0.33,0
20210827,1.07,1.62,0.31,0
20210830,0.35,-0.35,-1.36,0
20210831,-0.13,0.44,-0.05,0
20210901,0.11,0.58,-0.93,0
20210902,0.36,0.1,-0.04,0
20210903,-0.01,-0.38,-0.27,0
20210907,-0.36,-0.15,-0.08,0
20210908,-0.34,-0.81,0.08,0
20210909,-0.27,0.23,0.09,0
20210910,-0.76,-0.1,0.03,0
20210913,0.14,-0.06,1.33,0
20210914,-0.66,-0.5,-0.97,0
20210915,0.88,0.01,0.65,0
20210916,-0.03,0.05,-0.56,0
20210917,-0.72,0.98,-0.05,0
20210920,-1.87,-0.57,0.21,0
20210921,0.05,0.44,-0.67,0
20210922,1,0.16,0.54,0
20210923,1.28,0.36,0.93,0
20210924,0.08,-0.47,0.7,0
20210927,-0.1,1.26,2.44,0
20210928,-2.18,-0.44,1.75,0
20210929,0.03,-0.3,0.81,0
20210930,-1.02,0.31,-0.77,0
20211001,1.1,0.41,0.5,0
20211004,-1.43,-0.03,2.33,0
20211005,1.05,-0.52,-0.05,0
20211006,0.33,-0.86,-0.5,0
20211007,1.01,0.52,-0.16,0
20211008,-0.27,-0.61,1.12,0
20211011,-0.72,0.31,-0.27,0
20211012,-0.06,0.62,-0.43,0
20211013,0.43,0.13,-1.05,0
20211014,1.66,-0.33,-0.27,0
20211015,0.63,-1.2,0.3,0
20211018,0.41,-0.25,0,0
20211019,0.71,-0.48,-0.25,0
20211020,0.34,-0.03,1.19,0
20211021,0.37,0.21,-0.96,0
20211022,-0.25,-0.24,1.01,0
20211025,0.58,0.49,-0.14,0
20211026,0.04,-0.7,-0.31,0
20211027,-0.76,-0.74,-1.19,0
20211028,1.14,0.87,-0.49,0
20211029,0.22,0.2,-0.83,0
20211101,0.51,2.02,0.45,0
20211102,0.24,-0.29,-0.54,0
20211103,0.8,1.45,-0.13,0
20211104,0.39,-0.03,-1.36,0
20211105,0.38,0.68,1.2,0
20211108,0.18,0.01,0.08,0
20211109,-0.35,-0.16,0.45,0
20211110,-1.07,-0.63,0.93,0
20211111,0.24,0.54,0.33,0
20211112,0.74,-0.32,-0.91,0
20211115,-0.02,-0.53,0.69,0
20211116,0.5,0.04,-0.71,0
20211117,-0.47,-0.56,-0.25,0
20211118,0.06,-0.58,-0.07,0
20211119,-0.2,-0.17,-1.28,0
20211122,-0.61,-0.55,2.77,0
20211123,-0.03,-0.52,1.74,0
20211124,0.3,0.02,-0.86,0
20211126,-2.23,-1.22,-0.94,0
20211129,1.11,-1.04,-0.76,0
20211130,-1.95,0.53,-1.14,0
20211201,-1.61,-0.78,1.08,0
20211202,1.51,0.71,1.27,0
20211203,-1.21,-1.13,1.07,0
20211206,1.19,0.77,0.61,0
20211207,2.22,0.2,-1.8,0
20211208,0.47,0.65,-0.82,0
20211209,-1.07,-1.36,1.54,0
20211210,0.7,-0.83,0.52,0
20211213,-1.04,-0.31,-0.98,0
20211214,-0.76,-0.67,1.63,0
20211215,1.62,0.39,-1.91,0
20211216,-1.2,-1.59,2.77,0
20211217,-0.65,1.89,-2.33,0
20211220,-1.27,-0.17,-0.4,0
20211221,2.06,0.81,0.2,0
20211222,0.97,0.25,-0.36,0
20211223,0.71,0.35,-0.48,0
20211227,1.22,-0.12,0.31,0
20211228,-0.27,-0.59,0.8,0
20211229,0.06,-0.07,0.17,0
20211230,-0.15,0.11,-0.41,0
20211231,-0.31,0.05,0.53,0
20220103,0.73,0.33,0.8,0
20220104,-0.29,-0.83,3.64,0
20220105,-2.28,-1.45,2.59,0
20220106,0,0.2,1.75,0
20220107,-0.48,-1.32,2.02,0
20220110,-0.15,-0.23,-0.28,0
20220111,1.1,-0.08,-0.28,0
20220112,0.12,-0.89,0.51,0
20220113,-1.57,0.31,2.4,0
20220114,0.08,0.17,0.55,0
20220118,-2.08,-1.03,1.36,0
20220119,-1.01,-0.33,-0.67,0
20220120,-1.14,-0.86,-0.23,0
20220121,-2.1,0.28,0.48,0
20220124,0.53,1.81,-0.24,0
20220125,-1.43,-0.62,2.79,0
20220126,-0.3,-1.08,0.09,0
20220127,-0.79,-1.64,0.78,0
20220128,2.45,-0.13,-2.08,0
20220131,2.34,1.3,-2.84,0
20220201,0.87,0.05,0.66,0
20220202,0.48,-1.75,0.72,0
20220203,-2.49,-0.04,2.17,0
20220204,0.89,-0.02,-0.6,0
20220207,-0.25,0.53,0.23,0
20220208,1.02,0.68,-0.27,0
20220209,1.61,0.22,-1.95,0
20220210,-1.69,-0.15,1.23,0
20220211,-1.92,0.6,2.12,0
20220214,-0.35,0.22,-0.59,0
20220215,1.87,1.32,-1.41,0
20220216,-0.02,-0.09,0.32,0
20220217,-2.28,-0.26,1.08,0
20220218,-0.87,-0.09,0.94,0
20220222,-1.18,-0.48,0.09,0
20220223,-1.96,-0.2,1.26,0
20220224,1.89,1.52,-3.86,0
20220225,2.23,-0.43,1.23,0
20220228,0.05,0.62,-0.48,0
20220301,-1.56,-0.1,-0.82,0
20220302,1.81,0.43,1.32,0
20220303,-0.88,-0.56,1.51,0
20220304,-1.1,-0.67,0.69,0
20220307,-3.12,0.57,0.9,0
20220308,-0.52,1,0.35,0
20220309,2.79,0.33,-2.11,0
20220310,-0.47,0.1,1.17,0
20220311,-1.49,-0.44,1.78,0
20220314,-1.06,-1.31,1.74,0
20220315,2.15,-0.13,-2.39,0
20220316,2.61,0.79,-1.82,0
20220317,1.43,0.28,-1.09,0
20220318,1.33,0.28,-1.85,0
20220321,-0.17,-1.11,1.6,0
20220322,1.31,0.04,-1.15,0
20220323,-1.25,-0.65,0.39,0
20220324,1.42,-0.09,-0.78,0
20220325,0.27,-0.6,2.19,0
20220328,0.73,-0.55,-1.71,0
20220329,1.45,1.55,-1.94,0
20220330,-0.83,-1.3,0.42,0
20220331,-1.55,0.71,-0.43,0
20220401,0.39,0.68,-0.58,0.001
20220404,0.94,-0.05,-1.87,0.001
20220405,-1.55,-0.96,0.82,0.001
20220406,-1.24,-0.66,1.09,0.001
20220407,0.33,-0.61,-0.13,0.001
20220408,-0.39,-1,2.24,0.001
20220411,-1.54,0.29,1.06,0.001
20220412,-0.29,0.55,0.46,0.001
20220413,1.4,0.92,-0.7,0.001
20220414,-1.28,0.02,1.41,0.001
20220418,-0.21,-0.81,1.81,0.001
20220419,1.77,0.59,-0.94,0.001
20220420,-0.28,0.19,1.26,0.001
20220421,-1.76,-0.7,0.38,0.001
20220422,-2.74,0.32,-0.17,0.001
20220425,0.71,0.44,-1.84,0.001
20220426,-3,-0.67,1.78,0.001
20220427,0.12,-0.62,0.35,0.001
20220428,2.44,-0.19,-0.44,0.001
20220429,-3.53,0.75,0.59,0.001
20220502,0.8,0.6,-1.15,0.001
20220503,0.41,-0.17,1.64,0.001
20220504,3,-0.53,0.34,0.001
20220505,-3.8,-0.79,2.37,0.001
20220506,-0.85,-1.32,1.79,0.001
20220509,-3.54,-0.47,1.31,0.001
20220510,0.2,-0.21,-1.24,0.001
20220511,-1.95,-1.11,2.59,0.001
20220512,0.17,1.29,-1.24,0.001
20220513,2.76,0.86,-2.16,0.001
20220516,-0.6,-0.22,1.34,0.001
20220517,2.15,0.96,-0.04,0.001
20220518,-4.04,0.21,1.54,0.001
20220519,-0.34,0.46,-0.77,0.001
20220520,-0.05,-0.1,-0.19,0.001
20220523,1.74,-1.08,1.32,0.001
20220524,-1.23,-0.95,1.85,0.001
20220525,1.22,0.8,0.2,0.001
20220526,2.18,0.18,-0.59,0.001
20220527,2.58,0.33,-1.24,0.001
20220531,-0.71,-0.47,0.4,0.001
20220601,-0.75,0.24,0.72,0.003
20220602,2.09,0.84,-2.05,0.003
20220603,-1.63,0.85,0.52,0.003
20220606,0.33,-0.03,0.69,0.003
20220607,0.99,0.31,-0.15,0.003
20220608,-1.02,-0.08,-0.54,0.003
20220609,-2.44,0.32,0.24,0.003
20220610,-3,0.1,0.62,0.003
20220613,-4.13,-0.64,0.61,0.003
20220614,-0.25,0.21,0.13,0.003
20220615,1.55,0.3,-1.68,0.003
20220616,-3.52,-1.16,0,0.003
20220617,0.46,1.11,-2.63,0.003
20220621,2.38,-0.77,0.26,0.003
20220622,-0.19,0.21,-1.79,0.003
20220623,1.13,0.82,-3.87,0.003
20220624,3.11,-0.37,-0.03,0.003
20220627,-0.28,0.55,1.26,0.003
20220628,-2.09,-0.35,2.36,0.003
20220629,-0.2,-0.44,-1.32,0.003
20220630,-0.96,0.41,-0.15,0.003
20220701,1.14,0.02,0.11,0.004
20220705,0.48,1.82,-3.35,0.004
20220706,0.17,-0.75,-0.73,0.004
20220707,1.77,1,-0.96,0.004
20220708,-0.07,0.11,-0.07,0.004
20220711,-1.39,-1.32,1.59,0.004
20220712,-0.88,0.73,0.52,0.004
20220713,-0.39,0.45,-0.38,0.004
20220714,-0.41,-0.26,-1.01,0.004
20220715,1.95,-0.06,0.46,0.004
20220718,-0.71,0.21,1.02,0.004
20220719,2.81,0.91,-0.54,0.004
20220720,0.89,1.48,-1.31,0.004
20220721,0.97,0.05,-1.6,0.004
20220722,-1.19,-1.09,1.38,0.004
20220725,0.12,-0.31,1.68,0.004
20220726,-1.32,0.09,1.06,0.004
20220727,2.72,0.49,-1.26,0.004
20220728,1.19,0.07,-0.86,0.004
20220729,1.45,-0.96,0.45,0.004
20220801,-0.19,0.33,-0.26,0.008
20220802,-0.49,0.93,-1.4,0.008
20220803,1.67,0.77,-1.93,0.008
20220804,-0.06,0.82,-1.65,0.008
20220805,-0.04,0.88,-0.06,0.008
20220808,0,0.94,-0.08,0.008
20220809,-0.68,-1.82,2.11,0.008
20220810,2.36,1.14,-1.59,0.008
20220811,-0.07,-0.24,1.65,0.008
20220812,1.76,0.62,-0.73,0.008
20220815,0.38,0.14,-0.62,0.008
20220816,0.19,-0.35,0.71,0.008
20220817,-0.93,-1.17,1.04,0.008
20220818,0.27,0.18,0.47,0.008
20220819,-1.5,-1.16,0.96,0.008
20220822,-2.14,-0.17,0.37,0.008
20220823,-0.11,0.02,0.33,0.008
20220824,0.4,0.65,-0.61,0.008
20220825,1.45,0.17,-0.01,0.008
20220826,-3.37,-0.55,1.68,0.008
20220829,-0.72,-0.57,0.43,0.008
20220830,-1.11,-0.24,-0.24,0.008
20220831,-0.74,0.28,-0.45,0.008
20220901,-0.01,-1.1,-0.3,0.009
20220902,-0.99,-0.07,1.06,0.009
20220906,-0.51,-0.44,-0.52,0.009
20220907,1.92,0.69,-1.53,0.009
20220908,0.78,-0.08,-0.2,0.009
20220909,1.67,0.53,-0.51,0.009
20220912,1.07,0.27,-0.17,0.009
20220913,-4.29,-0.19,1.44,0.009
20220914,0.45,-0.04,-0.28,0.009
20220915,-1.03,0.35,0.54,0.009
20220916,-0.99,-0.84,0.85,0.009
20220919,0.72,-0.16,0.67,0.009
20220920,-1.16,-0.2,0.04,0.009
20220921,-1.68,0.36,0.08,0.009
20220922,-1.14,-1.35,0.41,0.009
20220923,-1.85,-0.24,-0.81,0.009
20220926,-1.02,0.17,-0.75,0.009
20220927,-0.05,0.63,-0.93,0.009
20220928,2.15,0.91,-0.33,0.009
20220929,-2.17,-0.46,0.86,0.009
20220930,-1.42,0.51,0.26,0.009
20221003,2.55,-0.27,0.69,0.011
20221004,3.3,0.76,-0.06,0.011
20221005,-0.22,-0.35,0.06,0.011
20221006,-0.86,0.53,0.13,0.011
20221007,-2.91,-0.63,1.68,0.011
20221010,-0.81,0.05,0.76,0.011
20221011,-0.7,0.55,0.32,0.011
20221012,-0.28,0.08,0.02,0.011
20221013,2.4,-0.63,1.57,0.011
20221014,-2.46,-0.46,1.2,0.011
20221017,2.74,0.69,-1.42,0.011
20221018,1.19,-0.11,0.01,0.011
20221019,-0.87,-1.34,1.21,0.011
20221020,-0.8,-0.26,-0.43,0.011
20221021,2.3,-0.17,0.11,0.011
20221024,1.03,-0.74,0.45,0.011
20221025,1.78,1.36,-1.52,0.011
20221026,-0.66,0.43,0.89,0.011
20221027,-0.54,0.33,1.09,0.011
20221028,2.32,-0.05,-0.34,0.011
20221031,-0.67,0.38,0.75,0.011
20221101,-0.35,0.16,0.78,0.014
20221102,-2.67,-1.21,1.6,0.014
20221103,-1.03,0.3,0.32,0.014
20221104,1.16,-0.61,1.28,0.014
20221107,0.87,-0.49,0.61,0.014
20221108,0.5,-0.48,-0.36,0.014
20221109,-2.25,-0.63,0.55,0.014
20221110,5.68,1.63,-3.1,0.014
20221111,1.07,0.28,-1.07,0.014
20221114,-0.95,-0.39,0.27,0.014
20221115,1.03,0.72,-0.71,0.014
20221116,-1.04,-1.22,0.56,0.014
20221117,-0.42,-0.52,0.58,0.014
20221118,0.4,-0.18,0.09,0.014
20221121,-0.53,-0.35,0.99,0.014
20221122,1.36,-0.53,0.43,0.014
20221123,0.63,0.02,-0.94,0.014
20221125,-0.02,0.22,0.43,0.014
20221128,-1.55,-0.41,-0.2,0.014
20221129,-0.18,0.1,1.02,0.014
20221130,3.12,0.35,-2.07,0.014
20221201,-0.03,0.26,-0.69,0.016
20221202,-0.08,0.92,-0.55,0.016
20221205,-2.02,-0.59,-0.52,0.016
20221206,-1.51,-0.24,1.15,0.016
20221207,-0.24,-0.13,-0.34,0.016
20221208,0.76,0.21,-1.22,0.016
20221209,-0.8,-0.55,0.35,0.016
20221212,1.41,-0.33,-0.16,0.016
20221213,0.66,0.2,-0.74,0.016
20221214,-0.56,0.03,-0.44,0.016
20221215,-2.57,-0.39,1.37,0.016
20221216,-1.02,0.53,0.18,0.016
20221219,-1.01,-0.79,1.23,0.016
20221220,0.13,0.21,0.25,0.016
20221221,1.52,0.12,-0.13,0.016
20221222,-1.52,0.09,0.36,0.016
20221223,0.51,-0.61,1.16,0.016
20221227,-0.51,-0.74,1.43,0.016
20221228,-1.24,-0.23,-0.29,0.016
20221229,1.87,1.27,-1.07,0.016
20221230,-0.22,0.12,-0.03,0.016
20230103,-0.48,0.08,-0.12,0.017
20230104,0.81,0.54,0.05,0.017
20230105,-1.14,-0.18,1.22,0.017
20230106,2.21,-0.06,0.05,0.017
20230109,0.04,0.54,-1.24,0.017
20230110,0.8,0.91,-0.56,0.017
20230111,1.26,0.17,-0.82,0.017
20230112,0.46,1.45,-0.3,0.017
20230113,0.46,0.28,-0.29,0.017
20230117,-0.18,0.17,-0.52,0.017
20230118,-1.55,0.05,-0.7,0.017
20230119,-0.86,-0.26,0.84,0.017
20230120,1.95,0.13,-0.7,0.017
20230123,1.29,0.18,-1,0.017
20230124,-0.16,-0.23,0.2,0.017
20230125,0,-0.04,0.65,0.017
20230126,1.08,-0.58,0.02,0.017
20230127,0.36,0.63,-1.15,0.017
20230130,-1.38,-0.11,0.72,0.017
20230131,1.58,0.99,-0.07,0.017
20230201,1.19,1.02,-1.67,0.018
20230202,1.54,1.63,-2.07,0.018
20230203,-1.08,0.08,0.95,0.018
20230206,-0.73,-0.81,0.41,0.018
20230207,1.24,-0.53,-0.04,0.018
20230208,-1.18,-0.67,0.72,0.018
20230209,-0.95,-0.64,0.2,0.018
20230210,0.11,-0.71,1.54,0.018
20230213,1.14,0.2,-0.73,0.018
20230214,0.12,0.15,-0.67,0.018
20230215,0.51,1.04,-0.9,0.018
20230216,-1.37,-0.03,0.97,0.018
20230217,-0.28,0.69,-0.15,0.018
20230221,-2.16,-1.26,0.87,0.018
20230222,-0.04,0.55,-0.43,0.018
20230223,0.46,0.21,-0.24,0.018
20230224,-1.09,-0.52,1.24,0.018
20230227,0.31,0.16,-0.28,0.018
20230228,-0.26,0.63,-0.71,0.018
20230301,-0.42,0.2,0.62,0.016
20230302,0.67,-0.34,-0.41,0.016
20230303,1.61,0,-0.52,0.016
20230306,-0.13,-1.65,-0.09,0.016
20230307,-1.45,0.74,-0.66,0.016
20230308,0.08,0.19,-0.39,0.016
20230309,-2.02,-0.63,-0.67,0.016
20230310,-1.68,-1.46,0.81,0.016
20230313,-0.34,-0.61,-3.52,0.016
20230314,1.71,0.12,-0.4,0.016
20230315,-0.79,-0.07,-1.82,0.016
20230316,1.76,0.18,-0.19,0.016
20230317,-1.21,-0.81,-1.56,0.016
20230320,0.84,-0.62,0.74,0.016
20230321,1.49,0.45,0.67,0.016
20230322,-1.74,-0.8,-0.47,0.016
20230323,0.21,-0.17,-1.54,0.016
20230324,0.46,0.11,0.72,0.016
20230327,0.27,0.22,1.01,0.016
20230328,-0.17,-0.16,0.75,0.016
20230329,1.39,-0.3,-0.53,0.016
20230330,0.5,-0.55,-0.58,0.016
20230331,1.53,0.69,-0.77,0.016
20230403,0.28,-0.47,0.78,0.018
20230404,-0.72,-0.97,-0.73,0.018
20230405,-0.4,-1.4,1.4,0.018
20230406,0.34,0.05,-0.53,0.018
20230410,0.2,0.79,0.28,0.018
20230411,0.06,0.47,0.58,0.018
20230412,-0.51,-0.55,0.37,0.018
20230413,1.39,0.36,-1.17,0.018
20230414,-0.23,-0.95,0.2,0.018
20230417,0.33,0.79,-0.2,0.018
20230418,0.04,-0.43,-0.29,0.018
20230419,-0.04,0.28,0.39,0.018
20230420,-0.61,0.09,-0.26,0.018
20230421,0.08,0.26,-0.91,0.018
20230424,0,-0.4,0.48,0.018
20230425,-1.76,-0.99,0.11,0.018
20230426,-0.41,0.14,-0.76,0.018
20230427,1.85,-0.56,0,0.018
20230428,0.77,0.15,0.18,0.018
20230501,-0.02,0.3,-0.79,0.016
20230502,-1.28,-0.53,-1.39,0.016
20230503,-0.56,1.06,-1.02,0.016
20230504,-0.78,-0.29,-1,0.016
20230505,1.9,0.41,0.61,0.016
20230508,0.08,-0.31,-0.27,0.016
20230509,-0.43,0.1,-0.05,0.016
20230510,0.43,0.45,-1.31,0.016
20230511,-0.21,-0.48,-0.07,0.016
20230512,-0.22,-0.19,0.35,0.016
20230515,0.47,0.84,0.01,0.016
20230516,-0.72,-0.33,-0.47,0.016
20230517,1.32,0.87,1.18,0.016
20230518,0.99,-0.08,-0.38,0.016
20230519,-0.26,-0.45,-0.31,0.016
20230522,0.17,1.26,-0.22,0.016
20230523,-1.09,0.39,1.05,0.016
20230524,-0.72,-0.32,-0.19,0.016
20230525,0.64,-0.71,-1.09,0.016
20230526,1.32,0.04,-0.87,0.016
20230530,-0.01,-0.15,-0.41,0.016
20230531,-0.6,-0.1,-1.13,0.016
20230601,1.02,0.14,-0.07,0.019
20230602,1.62,1.55,1.65,0.019
20230605,-0.26,-1,-0.74,0.019
20230606,0.47,2.12,1.32,0.019
20230607,-0.36,1.34,2.25,0.019
20230608,0.59,-0.49,-1.15,0.019
20230609,0.03,-0.71,-0.4,0.019
20230612,0.94,0.05,-1.39,0.019
20230613,0.74,0.57,0.07,0.019
20230614,-0.04,-0.89,-0.92,0.019
20230615,1.22,-0.35,0.06,0.019
20230616,-0.45,-0.55,0.22,0.019
20230620,-0.49,0.43,-0.66,0.019
20230621,-0.56,0.03,0.55,0.019
20230622,0.32,-0.67,-1.23,0.019
20230623,-0.84,-0.63,0.07,0.019
20230626,-0.48,-0.33,1.3,0.019
20230627,1.21,0.47,-0.52,0.019
20230628,0.04,0.54,-0.42,0.019
20230629,0.44,0.52,0.76,0.019
20230630,1.14,-0.63,-0.77,0.019
20230703,0.15,0,1.07,0.022
20230705,-0.29,-0.95,-0.26,0.022
20230706,-0.95,-0.52,-0.68,0.022
20230707,-0.12,1.06,1.22,0.022
20230710,0.37,1.28,0,0.022
20230711,0.76,0.03,0.49,0.022
20230712,0.74,0.31,0.44,0.022
20230713,0.9,0.05,-0.1,0.022
20230714,-0.25,-0.31,-1.51,0.022
20230717,0.49,0.75,-0.27,0.022
20230718,0.78,0.21,1.09,0.022
20230719,0.25,-0.07,1.32,0.022
20230720,-0.81,-0.58,0.64,0.022
20230721,-0.05,-0.34,-0.36,0.022
